Time_abs/ps, Signal 1/nA, Signal 2/nA
  1311.050,     0.208765,     0.001234
  1311.100,     0.205343,     0.001224
  1311.150,     0.204132,     0.001428
  1311.200,     0.203838,    -0.000835
  1311.250,     0.206369,     0.001880
  1311.300,     0.189115,    -0.002342
  1311.350,     0.188793,     0.000293
  1311.400,     0.190903,     0.001489
  1311.450,     0.193451,     0.000081
  1311.500,     0.199663,    -0.006151
  1311.550,     0.197508,    -0.003902
  1311.600,     0.200408,     0.001877
  1311.650,     0.204551,    -0.002886
  1311.700,     0.206613,    -0.002165
  1311.750,     0.213190,    -0.000458
  1311.800,     0.217950,     0.000659
  1311.850,     0.224430,     0.000999
  1311.900,     0.233419,    -0.001352
  1311.950,     0.235834,     0.002038
  1312.000,     0.228291,    -0.001647
  1312.050,     0.242157,    -0.001940
  1312.100,     0.242090,    -0.004969
  1312.150,     0.252589,    -0.006383
  1312.200,     0.258466,    -0.007825
  1312.250,     0.265552,    -0.003181
  1312.300,     0.261112,    -0.005674
  1312.350,     0.273342,    -0.004239
  1312.400,     0.271926,    -0.003148
  1312.450,     0.275607,    -0.003324
  1312.500,     0.280243,    -0.003893
  1312.550,     0.279869,    -0.005960
  1312.600,     0.278499,    -0.001589
  1312.650,     0.281841,    -0.004406
  1312.700,     0.274124,    -0.002610
  1312.750,     0.269973,    -0.003151
  1312.800,     0.264243,    -0.000010
  1312.850,     0.259232,    -0.003787
  1312.900,     0.259806,    -0.000955
  1312.950,     0.246988,     0.001343
  1313.000,     0.251018,    -0.001896
  1313.050,     0.254535,    -0.004115
  1313.100,     0.245031,     0.001723
  1313.150,     0.242574,    -0.003835
  1313.200,     0.230201,    -0.003582
  1313.250,     0.237019,    -0.006355
  1313.300,     0.240456,    -0.001007
  1313.350,     0.239702,    -0.001983
  1313.400,     0.233089,    -0.001267
  1313.450,     0.244460,    -0.003425
  1313.500,     0.238157,     0.005758
  1313.550,     0.235056,    -0.002865
  1313.600,     0.232648,     0.000045
  1313.650,     0.241102,    -0.001373
  1313.700,     0.238460,     0.000215
  1313.750,     0.239567,    -0.001257
  1313.800,     0.241616,     0.000747
  1313.850,     0.244763,     0.000154
  1313.900,     0.245425,     0.000547
  1313.950,     0.244705,     0.000558
  1314.000,     0.241495,    -0.001028
  1314.050,     0.242540,     0.002412
  1314.100,     0.239331,     0.000814
  1314.150,     0.240556,     0.001844
  1314.200,     0.238239,    -0.001406
  1314.250,     0.234210,     0.002225
  1314.300,     0.240594,     0.003698
  1314.350,     0.236540,     0.000688
  1314.400,     0.244460,     0.004753
  1314.450,     0.249954,     0.006594
  1314.500,     0.249339,    -0.001901
  1314.550,     0.253303,     0.007165
  1314.600,     0.249421,     0.004724
  1314.650,     0.247006,     0.005688
  1314.700,     0.256004,     0.000366
  1314.750,     0.248743,     0.005222
  1314.800,     0.249075,     0.004316
  1314.850,     0.247222,     0.006989
  1314.900,     0.242514,     0.003535
  1314.950,     0.245533,     0.002055
  1315.000,     0.251351,     0.007429

