Time_abs/ps, Signal 1/nA, Signal 2/nA
  1115.000,    -0.006045,     0.000792
  1115.050,    -0.000091,    -0.002071
  1115.100,    -0.003167,    -0.001640
  1115.150,     0.005879,     0.003121
  1115.200,     0.003424,    -0.000202
  1115.250,     0.003538,    -0.002868
  1115.300,     0.011065,     0.002702
  1115.350,     0.009176,    -0.001108
  1115.400,     0.008147,    -0.001740
  1115.450,     0.015006,    -0.001196
  1115.500,     0.018846,     0.002993
  1115.550,     0.025376,    -0.004158
  1115.600,     0.017098,     0.001211
  1115.650,     0.016227,     0.001044
  1115.700,     0.016510,     0.003115
  1115.750,     0.031821,    -0.001041
  1115.800,     0.031179,     0.000850
  1115.850,     0.044110,    -0.002345
  1115.900,     0.043401,     0.000740
  1115.950,     0.042328,     0.000564
  1116.000,     0.042155,    -0.001196
  1116.050,     0.054836,    -0.001701
  1116.100,     0.044509,     0.002260
  1116.150,     0.047726,     0.004478
  1116.200,     0.044532,     0.003873
  1116.250,     0.049567,    -0.000743
  1116.300,     0.041745,     0.004611
  1116.350,     0.047211,     0.001729
  1116.400,     0.048746,     0.001921
  1116.450,     0.050948,     0.003332
  1116.500,     0.046454,     0.002051
  1116.550,     0.049477,     0.003520
  1116.600,     0.048291,     0.006445
  1116.650,     0.051578,     0.003856
  1116.700,     0.056154,     0.004098
  1116.750,     0.056539,     0.006125
  1116.800,     0.054034,     0.004808
  1116.850,     0.055535,     0.004411
  1116.900,     0.058688,     0.000725
  1116.950,     0.061255,    -0.000202
  1117.000,     0.062626,     0.007935
  1117.050,     0.063477,     0.007277
  1117.100,     0.073899,     0.002409
  1117.150,     0.069886,     0.003364
  1117.200,     0.075139,     0.001929
  1117.250,     0.075858,     0.003341
  1117.300,     0.072996,     0.003295
  1117.350,     0.063960,     0.006179
  1117.400,     0.069993,     0.004992
  1117.450,     0.065301,     0.005091
  1117.500,     0.075243,    -0.000560
  1117.550,     0.077038,     0.003686
  1117.600,     0.069837,    -0.002169
  1117.650,     0.060833,     0.003373
  1117.700,     0.048218,    -0.000075
  1117.750,     0.044396,     0.003136
  1117.800,     0.032077,     0.000087
  1117.850,     0.023674,     0.003331
  1117.900,     0.012077,     0.001787
  1117.950,     0.010752,     0.002839
  1118.000,     0.007586,     0.000759
  1118.050,     0.002483,     0.003903
  1118.100,     0.008819,     0.007029
  1118.150,     0.020252,     0.002528
  1118.200,     0.023868,     0.005791
  1118.250,     0.024166,    -0.001068
  1118.300,     0.028982,     0.004492
  1118.350,     0.029820,     0.002276
  1118.400,     0.028343,     0.001319
  1118.450,     0.025945,     0.004075
  1118.500,     0.035735,     0.004337
  1118.550,     0.036363,    -0.000205
  1118.600,     0.042369,    -0.000828
  1118.650,     0.040070,    -0.001720
  1118.700,     0.044686,     0.002199
  1118.750,     0.042502,     0.003613
  1118.800,     0.049453,     0.000804
  1118.850,     0.042852,    -0.001044
  1118.900,     0.047263,     0.001124
  1118.950,     0.045975,     0.002081
  1119.000,     0.043062,    -0.003811
  1119.050,     0.046498,    -0.001455
  1119.100,     0.037407,    -0.003465
  1119.150,     0.040849,    -0.002865
  1119.200,     0.039961,    -0.002717
  1119.250,     0.038108,    -0.001390
  1119.300,     0.031576,    -0.000685
  1119.350,     0.028477,     0.000542
  1119.400,     0.027960,    -0.002537
  1119.450,     0.027882,    -0.004048
  1119.500,     0.025759,    -0.001798
  1119.550,     0.039958,    -0.001720
  1119.600,     0.039712,    -0.000758
  1119.650,     0.035221,     0.000215
  1119.700,     0.042618,    -0.005412
  1119.750,     0.044038,    -0.003142
  1119.800,     0.047668,    -0.002954
  1119.850,     0.054541,     0.000065
  1119.900,     0.059024,     0.000856
  1119.950,     0.058773,    -0.002519
  1120.000,     0.055178,    -0.005313
  1120.050,     0.061428,    -0.000241
  1120.100,     0.076921,    -0.000560
  1120.150,     0.078555,    -0.002008
  1120.200,     0.086678,    -0.002831
  1120.250,     0.085160,    -0.001341
  1120.300,     0.078685,     0.001492
  1120.350,     0.084327,    -0.004875
  1120.400,     0.086936,    -0.002495
  1120.450,     0.080335,    -0.001498
  1120.500,     0.082196,    -0.002965
  1120.550,     0.087083,    -0.003559
  1120.600,     0.094897,    -0.003625
  1120.650,     0.099725,     0.001768
  1120.700,     0.101759,    -0.002530
  1120.750,     0.109611,    -0.004292
  1120.800,     0.123713,    -0.004416
  1120.850,     0.123816,    -0.003920
  1120.900,     0.121818,    -0.007562
  1120.950,     0.127024,    -0.002233
  1121.000,     0.128868,    -0.004495
  1121.050,     0.129575,    -0.003640
  1121.100,     0.124870,    -0.000534
  1121.150,     0.122836,    -0.000531
  1121.200,     0.132293,    -0.003461
  1121.250,     0.128315,    -0.001092
  1121.300,     0.121430,    -0.000055
  1121.350,     0.129859,     0.000686
  1121.400,     0.136043,    -0.000592
  1121.450,     0.134199,    -0.005338
  1121.500,     0.148130,    -0.004495
  1121.550,     0.146014,    -0.001811
  1121.600,     0.151550,    -0.000832
  1121.650,     0.157733,    -0.002381
  1121.700,     0.154462,     0.000392
  1121.750,     0.165420,     0.001422
  1121.800,     0.170387,    -0.003196
  1121.850,     0.176045,     0.001604
  1121.900,     0.178134,     0.001711
  1121.950,     0.178240,     0.000816
  1122.000,     0.194702,     0.001021
  1122.050,     0.192041,     0.001273
  1122.100,     0.194547,     0.000731
  1122.150,     0.198329,    -0.001993
  1122.200,     0.185839,    -0.001218
  1122.250,     0.187569,    -0.000476
  1122.300,     0.188842,     0.000984
  1122.350,     0.189845,     0.001568
  1122.400,     0.186720,     0.002787
  1122.450,     0.185158,     0.002327
  1122.500,     0.182071,     0.001158
  1122.550,     0.178626,     0.001860
  1122.600,     0.171786,     0.005919
  1122.650,     0.169353,     0.001844
  1122.700,     0.174476,    -0.000622
  1122.750,     0.168804,     0.003900
  1122.800,     0.172434,     0.001749
  1122.850,     0.173780,     0.002283
  1122.900,     0.170773,     0.000357
  1122.950,     0.169113,     0.000729
  1123.000,     0.166048,     0.001696
  1123.050,     0.164477,     0.001799
  1123.100,     0.165574,     0.001804
  1123.150,     0.171171,     0.002804
  1123.200,     0.168044,     0.003347
  1123.250,     0.165919,    -0.000432
  1123.300,     0.170764,     0.001068
  1123.350,     0.168999,     0.003632
  1123.400,     0.160068,     0.000862
  1123.450,     0.160300,     0.002695
  1123.500,     0.154623,     0.003724
  1123.550,     0.148121,     0.001433
  1123.600,     0.145700,    -0.000500
  1123.650,     0.143137,    -0.003778
  1123.700,     0.144389,     0.000151
  1123.750,     0.150279,     0.002753
  1123.800,     0.145289,     0.000106
  1123.850,     0.138807,     0.003386
  1123.900,     0.135156,     0.003482
  1123.950,     0.124004,    -0.000616
  1124.000,     0.098946,     0.003328
  1124.050,     0.076545,     0.003648
  1124.100,     0.044387,     0.002514
  1124.150,     0.002463,     0.003540
  1124.200,    -0.047885,    -0.001157
  1124.250,    -0.095928,     0.003467
  1124.300,    -0.144885,     0.005836
  1124.350,    -0.198311,     0.002306
  1124.400,    -0.242657,     0.003741
  1124.450,    -0.277794,     0.002201
  1124.500,    -0.291902,     0.003017
  1124.550,    -0.289865,    -0.000432
  1124.600,    -0.273890,    -0.001053
  1124.650,    -0.251569,     0.003483
  1124.700,    -0.192187,     0.003727
  1124.750,    -0.128836,     0.003854
  1124.800,    -0.043919,     0.000290
  1124.850,     0.044675,    -0.002623
  1124.900,     0.130979,     0.000547
  1124.950,     0.214767,     0.003105
  1125.000,     0.297592,     0.001264
  1125.050,     0.355155,     0.000035
  1125.100,     0.406908,     0.000708
  1125.150,     0.440934,     0.000227
  1125.200,     0.446161,    -0.000116
  1125.250,     0.442348,     0.000892
  1125.300,     0.431848,     0.000676
  1125.350,     0.431871,    -0.003774
  1125.400,     0.428910,    -0.003251
  1125.450,     0.435623,    -0.004200
  1125.500,     0.461870,     0.000121
  1125.550,     0.513425,    -0.000676
  1125.600,     0.581294,    -0.001092
  1125.650,     0.645564,     0.002203
  1125.700,     0.695012,     0.000342
  1125.750,     0.738258,    -0.004103
  1125.800,     0.747455,    -0.003069
  1125.850,     0.744238,    -0.003592
  1125.900,     0.740198,    -0.002874
  1125.950,     0.759616,    -0.004234
  1126.000,     0.821134,    -0.004595
  1126.050,     0.941197,     0.001164
  1126.100,     1.142959,    -0.003950
  1126.150,     1.439447,    -0.002364
  1126.200,     1.792892,    -0.001652
  1126.250,     2.174094,     0.000646
  1126.300,     2.545197,    -0.000737
  1126.350,     2.865649,    -0.001786
  1126.400,     3.081762,     0.001181
  1126.450,     3.159473,    -0.002394
  1126.500,     3.117327,    -0.003383
  1126.550,     2.958281,    -0.004191
  1126.600,     2.726980,    -0.004632
  1126.650,     2.432998,    -0.004809
  1126.700,     2.072118,    -0.003720
  1126.750,     1.610046,    -0.001315
  1126.800,     0.969815,    -0.001020
  1126.850,     0.100125,    -0.002095
  1126.900,    -1.005303,    -0.004024
  1126.950,    -2.299242,    -0.004482
  1127.000,    -3.643814,    -0.003483
  1127.050,    -4.845480,    -0.003199
  1127.100,    -5.715110,    -0.003299
  1127.150,    -6.086036,    -0.002364
  1127.200,    -5.943965,    -0.002553
  1127.250,    -5.362733,    -0.000479
  1127.300,    -4.522430,    -0.002114
  1127.350,    -3.622425,    -0.001864
  1127.400,    -2.817327,     0.001203
  1127.450,    -2.151320,    -0.000388
  1127.500,    -1.605990,    -0.003959
  1127.550,    -1.073094,    -0.001791
  1127.600,    -0.454237,    -0.000063
  1127.650,     0.286403,     0.001656
  1127.700,     1.131249,    -0.001165
  1127.750,     1.973071,     0.000840
  1127.800,     2.699251,    -0.004371
  1127.850,     3.223051,    -0.003014
  1127.900,     3.494556,    -0.007456
  1127.950,     3.545051,    -0.008839
  1128.000,     3.416250,    -0.003102
  1128.050,     3.154814,    -0.005692
  1128.100,     2.807818,     0.004380
  1128.150,     2.355115,     0.001062
  1128.200,     1.831567,    -0.002308
  1128.250,     1.261882,    -0.002719
  1128.300,     0.667917,    -0.001057
  1128.350,     0.096532,     0.001503
  1128.400,    -0.399331,    -0.002957
  1128.450,    -0.812160,    -0.005257
  1128.500,    -1.138826,    -0.002773
  1128.550,    -1.386227,    -0.001768
  1128.600,    -1.518088,    -0.003993
  1128.650,    -1.509023,    -0.003775
  1128.700,    -1.368686,    -0.002859
  1128.750,    -1.088215,    -0.000306
  1128.800,    -0.707895,    -0.002221
  1128.850,    -0.302429,    -0.006422
  1128.900,     0.065672,    -0.006966
  1128.950,     0.341977,    -0.007295
  1129.000,     0.520880,    -0.002162
  1129.050,     0.626306,    -0.005489
  1129.100,     0.756284,    -0.004817
  1129.150,     0.990541,    -0.002136
  1129.200,     1.347380,    -0.003443
  1129.250,     1.781512,    -0.002780
  1129.300,     2.189950,    -0.004309
  1129.350,     2.437667,    -0.006194
  1129.400,     2.432276,    -0.004546
  1129.450,     2.150863,    -0.005465
  1129.500,     1.643057,    -0.004635
  1129.550,     1.024575,    -0.006416
  1129.600,     0.406896,    -0.007650
  1129.650,    -0.084949,    -0.004179
  1129.700,    -0.373725,    -0.006158
  1129.750,    -0.460445,    -0.007496
  1129.800,    -0.365890,    -0.004225
  1129.850,    -0.168986,    -0.002357
  1129.900,     0.039470,    -0.004777
  1129.950,     0.221039,    -0.003895
  1130.000,     0.314272,    -0.002640
  1130.050,     0.296007,    -0.003336
  1130.100,     0.182039,    -0.005920
  1130.150,    -0.052207,    -0.007216
  1130.200,    -0.396079,    -0.007136
  1130.250,    -0.824793,    -0.005766
  1130.300,    -1.285297,    -0.005400
  1130.350,    -1.688958,    -0.005571
  1130.400,    -1.945088,    -0.006176
  1130.450,    -2.006285,    -0.003330
  1130.500,    -1.853498,    -0.004982
  1130.550,    -1.486537,    -0.003574
  1130.600,    -0.963174,    -0.006718
  1130.650,    -0.338384,    -0.008782
  1130.700,     0.325199,    -0.005930
  1130.750,     0.975234,    -0.004163
  1130.800,     1.557010,    -0.006341
  1130.850,     2.028044,    -0.004982
  1130.900,     2.359372,    -0.000823
  1130.950,     2.561828,    -0.004684
  1131.000,     2.667383,    -0.004479
  1131.050,     2.704332,    -0.003528
  1131.100,     2.691350,    -0.005380
  1131.150,     2.661713,     0.000132
  1131.200,     2.616092,    -0.000391
  1131.250,     2.541801,    -0.004207
  1131.300,     2.415369,    -0.003076
  1131.350,     2.200592,    -0.008655
  1131.400,     1.888929,    -0.005778
  1131.450,     1.501497,    -0.001755
  1131.500,     1.091322,     0.000732
  1131.550,     0.694543,    -0.001738
  1131.600,     0.319006,    -0.002801
  1131.650,    -0.043564,    -0.001180
  1131.700,    -0.424269,    -0.000248
  1131.750,    -0.801127,     0.000348
  1131.800,    -1.148345,     0.000400
  1131.850,    -1.412100,    -0.000664
  1131.900,    -1.517015,    -0.000990
  1131.950,    -1.453056,    -0.000069
  1132.000,    -1.237561,     0.001765
  1132.050,    -0.921007,    -0.001720
  1132.100,    -0.593098,    -0.006502
  1132.150,    -0.297112,     0.001310
  1132.200,    -0.046763,     0.000193
  1132.250,     0.181811,    -0.002294
  1132.300,     0.400319,    -0.001798
  1132.350,     0.621236,     0.002227
  1132.400,     0.801749,    -0.000315
  1132.450,     0.878949,     0.000997
  1132.500,     0.783450,     0.001632
  1132.550,     0.495792,     0.001242
  1132.600,     0.065563,     0.003191
  1132.650,    -0.403944,     0.000178
  1132.700,    -0.797219,    -0.003538
  1132.750,    -1.019252,    -0.001767
  1132.800,    -1.026911,    -0.002828
  1132.850,    -0.832651,    -0.002899
  1132.900,    -0.487321,    -0.000564
  1132.950,    -0.069935,     0.000783
  1133.000,     0.352668,     0.001304
  1133.050,     0.724185,     0.003766
  1133.100,     1.025929,     0.001716
  1133.150,     1.252914,     0.000460
  1133.200,     1.396815,     0.000860
  1133.250,     1.453423,    -0.002114
  1133.300,     1.414374,    -0.001621
  1133.350,     1.289135,     0.001686
  1133.400,     1.101793,     0.001675
  1133.450,     0.897301,    -0.002992
  1133.500,     0.701816,     0.000534
  1133.550,     0.553299,    -0.001248
  1133.600,     0.438424,    -0.002561
  1133.650,     0.346644,    -0.001346
  1133.700,     0.259192,    -0.000853
  1133.750,     0.175572,     0.001938
  1133.800,     0.106552,     0.000819
  1133.850,     0.080621,     0.003915
  1133.900,     0.068130,     0.002161
  1133.950,     0.063311,     0.000242
  1134.000,     0.081443,     0.000731
  1134.050,     0.075568,     0.005550
  1134.100,     0.045198,     0.004985
  1134.150,    -0.013722,     0.004158
  1134.200,    -0.104225,     0.001796
  1134.250,    -0.202306,     0.003589
  1134.300,    -0.301855,     0.000817
  1134.350,    -0.404505,     0.000920
  1134.400,    -0.496853,     0.000637
  1134.450,    -0.593997,     0.003556
  1134.500,    -0.712726,     0.001906
  1134.550,    -0.847467,    -0.000753
  1134.600,    -0.968321,     0.001459
  1134.650,    -1.040961,    -0.000910
  1134.700,    -1.031592,    -0.000405
  1134.750,    -0.914418,     0.001760
  1134.800,    -0.691584,     0.003064
  1134.850,    -0.385582,     0.001126
  1134.900,    -0.028501,    -0.001075
  1134.950,     0.371144,    -0.001038
  1135.000,     0.788710,    -0.000852
  1135.050,     1.185387,     0.001269
  1135.100,     1.530598,     0.003593
  1135.150,     1.802836,     0.002027
  1135.200,     1.973280,     0.003309
  1135.250,     2.042238,     0.002307
  1135.300,     2.037791,     0.003455
  1135.350,     1.970778,     0.003675
  1135.400,     1.842285,     0.005131
  1135.450,     1.644472,     0.005061
  1135.500,     1.360162,     0.003555
  1135.550,     0.999864,     0.002793
  1135.600,     0.598607,     0.000731
  1135.650,     0.210180,     0.000865
  1135.700,    -0.108137,     0.003565
  1135.750,    -0.307166,     0.002742
  1135.800,    -0.374014,     0.002775
  1135.850,    -0.348667,     0.003765
  1135.900,    -0.257084,     0.002385
  1135.950,    -0.162708,     0.003279
  1136.000,    -0.093794,    -0.000275
  1136.050,    -0.057217,     0.003827
  1136.100,    -0.030310,     0.000156
  1136.150,     0.018882,    -0.001850
  1136.200,     0.128947,     0.002584
  1136.250,     0.283370,     0.003961
  1136.300,     0.441810,     0.004997
  1136.350,     0.565241,     0.004824
  1136.400,     0.609931,     0.006982
  1136.450,     0.573657,     0.001597
  1136.500,     0.490058,     0.004371
  1136.550,     0.388169,     0.005797
  1136.600,     0.320942,     0.001298
  1136.650,     0.321377,     0.000002
  1136.700,     0.394141,     0.003394
  1136.750,     0.505481,     0.002531
  1136.800,     0.628259,     0.000045
  1136.850,     0.703111,     0.001890
  1136.900,     0.687478,     0.005566
  1136.950,     0.573649,     0.005517
  1137.000,     0.380842,     0.004051
  1137.050,     0.172977,     0.000390
  1137.100,     0.000682,     0.002909
  1137.150,    -0.079486,     0.006158
  1137.200,    -0.064549,     0.003845
  1137.250,     0.012147,     0.001577
  1137.300,     0.099323,     0.000248
  1137.350,     0.151611,     0.001269
  1137.400,     0.184012,     0.003181
  1137.450,     0.216190,     0.001199
  1137.500,     0.270327,     0.005566
  1137.550,     0.346265,     0.005039
  1137.600,     0.423170,     0.001339
  1137.650,     0.461269,     0.002286
  1137.700,     0.456024,     0.004355
  1137.750,     0.409310,     0.007700
  1137.800,     0.340299,     0.006569
  1137.850,     0.300671,     0.005748
  1137.900,     0.329282,     0.009424
  1137.950,     0.394008,     0.007633
  1138.000,     0.460716,     0.003617
  1138.050,     0.507876,     0.006071
  1138.100,     0.503921,     0.007024
  1138.150,     0.434543,     0.007032
  1138.200,     0.336536,     0.012087
  1138.250,     0.244408,     0.012720
  1138.300,     0.191764,     0.010968
  1138.350,     0.184838,     0.008481
  1138.400,     0.191721,     0.010333
  1138.450,     0.169986,     0.012230
  1138.500,     0.107680,     0.008894
  1138.550,    -0.007970,     0.010844
  1138.600,    -0.142445,     0.011524
  1138.650,    -0.279528,     0.007731
  1138.700,    -0.397960,     0.011927
  1138.750,    -0.473896,     0.009120
  1138.800,    -0.532002,     0.006006
  1138.850,    -0.559243,     0.008140
  1138.900,    -0.535262,     0.007333
  1138.950,    -0.464309,     0.006971
  1139.000,    -0.336311,     0.007997
  1139.050,    -0.168856,     0.014134
  1139.100,     0.016486,     0.013307
  1139.150,     0.187607,     0.009801
  1139.200,     0.330033,     0.011173
  1139.250,     0.423255,     0.011372
  1139.300,     0.451314,     0.012600
  1139.350,     0.428943,     0.010379
  1139.400,     0.389824,     0.004972
  1139.450,     0.350004,     0.008156
  1139.500,     0.312739,     0.012686
  1139.550,     0.321438,     0.007375
  1139.600,     0.395396,     0.010285
  1139.650,     0.520947,     0.013379
  1139.700,     0.671143,     0.008894
  1139.750,     0.804327,     0.009652
  1139.800,     0.867429,     0.010315
  1139.850,     0.832971,     0.008925
  1139.900,     0.706769,     0.009324
  1139.950,     0.528970,     0.009619
  1140.000,     0.313669,     0.007731
  1140.050,     0.103789,     0.007582
  1140.100,    -0.100785,     0.008448
  1140.150,    -0.276514,     0.010215
  1140.200,    -0.423240,     0.006912
  1140.250,    -0.518247,     0.007111
  1140.300,    -0.543406,     0.006925
  1140.350,    -0.504409,     0.001723
  1140.400,    -0.395665,     0.007159
  1140.450,    -0.251081,     0.005338
  1140.500,    -0.115008,     0.002376
  1140.550,    -0.029250,     0.007260
  1140.600,    -0.028809,     0.005676
  1140.650,    -0.086216,     0.004818
  1140.700,    -0.158528,     0.005234
  1140.750,    -0.200374,     0.003121
  1140.800,    -0.182754,     0.002638
  1140.850,    -0.107554,     0.008378
  1140.900,     0.006128,     0.002324
  1140.950,     0.130502,     0.003082
  1141.000,     0.256712,     0.005094
  1141.050,     0.377945,     0.005669
  1141.100,     0.487720,     0.003291
  1141.150,     0.584676,     0.002200
  1141.200,     0.670391,     0.002958
  1141.250,     0.736372,     0.002051
  1141.300,     0.790664,     0.000851
  1141.350,     0.825121,     0.004757
  1141.400,     0.863799,     0.006328
  1141.450,     0.915774,     0.004170
  1141.500,     0.986882,     0.000539
  1141.550,     1.041971,     0.002200
  1141.600,     1.044104,     0.004106
  1141.650,     0.969751,     0.000026
  1141.700,     0.807134,     0.004948
  1141.750,     0.573481,     0.004590
  1141.800,     0.328065,    -0.001686
  1141.850,     0.118818,    -0.001011
  1141.900,    -0.022072,     0.002267
  1141.950,    -0.080173,     0.001130
  1142.000,    -0.082392,     0.000144
  1142.050,    -0.079030,    -0.001969
  1142.100,    -0.118305,     0.000156
  1142.150,    -0.202323,     0.000685
  1142.200,    -0.317519,    -0.005003
  1142.250,    -0.432918,    -0.001338
  1142.300,    -0.497428,     0.000473
  1142.350,    -0.475972,    -0.001525
  1142.400,    -0.386374,     0.000747
  1142.450,    -0.233131,     0.000424
  1142.500,    -0.053931,     0.001625
  1142.550,     0.105136,    -0.000539
  1142.600,     0.223229,    -0.000038
  1142.650,     0.291891,     0.000321
  1142.700,     0.338655,     0.001991
  1142.750,     0.364284,     0.003727
  1142.800,     0.380894,     0.000597
  1142.850,     0.391334,    -0.005325
  1142.900,     0.392244,    -0.003002
  1142.950,     0.374832,     0.001343
  1143.000,     0.351595,    -0.000691
  1143.050,     0.332231,    -0.002135
  1143.100,     0.337609,     0.002435
  1143.150,     0.401765,    -0.002594
  1143.200,     0.491538,    -0.005677
  1143.250,     0.594015,    -0.001077
  1143.300,     0.656379,    -0.002328
  1143.350,     0.656764,    -0.001785
  1143.400,     0.573709,    -0.002108
  1143.450,     0.419956,    -0.002331
  1143.500,     0.240489,    -0.003868
  1143.550,     0.076839,    -0.001709
  1143.600,    -0.042339,    -0.003631
  1143.650,    -0.099391,    -0.001996
  1143.700,    -0.118931,     0.000653
  1143.750,    -0.109423,    -0.002677
  1143.800,    -0.099846,    -0.000589
  1143.850,    -0.091516,    -0.000096
  1143.900,    -0.078908,    -0.000110
  1143.950,    -0.056854,    -0.004267
  1144.000,     0.002932,    -0.003150
  1144.050,     0.095613,     0.000688
  1144.100,     0.198991,     0.004869
  1144.150,     0.280439,     0.004103
  1144.200,     0.323720,    -0.002947
  1144.250,     0.317677,    -0.000889
  1144.300,     0.256952,     0.000322
  1144.350,     0.173663,    -0.000320
  1144.400,     0.092576,    -0.001405
  1144.450,     0.058926,    -0.000207
  1144.500,     0.077804,    -0.002431
  1144.550,     0.132834,    -0.002224
  1144.600,     0.196581,    -0.000077
  1144.650,     0.247658,    -0.000582
  1144.700,     0.261609,     0.004650
  1144.750,     0.236174,     0.002280
  1144.800,     0.162465,     0.001893
  1144.850,     0.071972,     0.000977
  1144.900,     0.002853,     0.003496
  1144.950,    -0.039609,     0.003467
  1145.000,    -0.027392,    -0.000588
  1145.050,     0.026699,     0.001422
  1145.100,     0.089637,     0.000549
  1145.150,     0.155585,     0.002272
  1145.200,     0.195689,     0.001850
  1145.250,     0.202751,     0.002683
  1145.300,     0.187240,     0.002796
  1145.350,     0.138187,    -0.001801
  1145.400,     0.056651,     0.000328
  1145.450,    -0.047590,     0.000737
  1145.500,    -0.135877,     0.001252
  1145.550,    -0.192655,    -0.003038
  1145.600,    -0.221713,    -0.003018
  1145.650,    -0.162058,    -0.000257
  1145.700,    -0.037963,     0.004517
  1145.750,     0.108276,     0.002230
  1145.800,     0.262838,     0.001652
  1145.850,     0.395607,     0.003181
  1145.900,     0.470724,     0.000403
  1145.950,     0.475838,    -0.000102
  1146.000,     0.446846,     0.000568
  1146.050,     0.397327,    -0.003488
  1146.100,     0.340446,     0.001801
  1146.150,     0.290155,     0.002416
  1146.200,     0.243523,     0.002058
  1146.250,     0.206412,     0.004100
  1146.300,     0.165389,     0.003009
  1146.350,     0.121533,    -0.000418
  1146.400,     0.074800,    -0.001715
  1146.450,     0.035874,     0.000333
  1146.500,     0.020064,     0.000515
  1146.550,     0.020475,     0.001482
  1146.600,     0.054255,     0.001604
  1146.650,     0.123861,    -0.000713
  1146.700,     0.199289,    -0.000594
  1146.750,     0.272409,     0.000448
  1146.800,     0.327944,     0.001011
  1146.850,     0.334577,    -0.000299
  1146.900,     0.303111,    -0.001303
  1146.950,     0.234359,     0.001544
  1147.000,     0.144347,    -0.000475
  1147.050,     0.052718,    -0.002266
  1147.100,    -0.011048,    -0.001245
  1147.150,    -0.052655,    -0.002197
  1147.200,    -0.057215,    -0.003570
  1147.250,    -0.020339,    -0.001749
  1147.300,     0.019708,    -0.000503
  1147.350,     0.063745,     0.000682
  1147.400,     0.087757,     0.001661
  1147.450,     0.077466,    -0.000299
  1147.500,     0.031508,    -0.001552
  1147.550,    -0.043674,    -0.002111
  1147.600,    -0.126337,    -0.002130
  1147.650,    -0.191498,    -0.001054
  1147.700,    -0.227731,     0.000987
  1147.750,    -0.223357,     0.001172
  1147.800,    -0.183860,    -0.001779
  1147.850,    -0.129660,     0.001044
  1147.900,    -0.082522,    -0.001899
  1147.950,    -0.040937,    -0.000269
  1148.000,     0.007910,     0.000224
  1148.050,     0.064775,    -0.004108
  1148.100,     0.150208,    -0.001256
  1148.150,     0.255252,    -0.001530
  1148.200,     0.371430,    -0.000937
  1148.250,     0.474870,    -0.001072
  1148.300,     0.539308,     0.000562
  1148.350,     0.540961,     0.000694
  1148.400,     0.491674,    -0.005158
  1148.450,     0.414016,    -0.002105
  1148.500,     0.312629,    -0.003014
  1148.550,     0.193425,    -0.003729
  1148.600,     0.067867,    -0.001729
  1148.650,    -0.070948,    -0.003504
  1148.700,    -0.193544,    -0.004333
  1148.750,    -0.283032,    -0.005960
  1148.800,    -0.302370,    -0.000655
  1148.850,    -0.249164,     0.000123
  1148.900,    -0.160432,    -0.003494
  1148.950,    -0.065618,    -0.002682
  1149.000,     0.021754,    -0.005474
  1149.050,     0.069422,    -0.005671
  1149.100,     0.077250,    -0.001579
  1149.150,     0.061936,    -0.002823
  1149.200,     0.042834,    -0.003504
  1149.250,     0.034390,    -0.004418
  1149.300,     0.040668,    -0.001782
  1149.350,     0.067463,    -0.004067
  1149.400,     0.100015,    -0.006315
  1149.450,     0.117342,    -0.005277
  1149.500,     0.117699,    -0.001558
  1149.550,     0.114515,    -0.000975
  1149.600,     0.101742,    -0.003921
  1149.650,     0.093758,    -0.004121
  1149.700,     0.094500,    -0.006289
  1149.750,     0.099538,    -0.004781
  1149.800,     0.119580,    -0.002749
  1149.850,     0.150364,    -0.002121
  1149.900,     0.202803,    -0.003987
  1149.950,     0.280983,    -0.002652
  1150.000,     0.361861,    -0.002767
  1150.050,     0.424034,    -0.007191
  1150.100,     0.467260,    -0.006352
  1150.150,     0.475713,    -0.006714
  1150.200,     0.457239,    -0.005663
  1150.250,     0.418473,    -0.001884
  1150.300,     0.358682,    -0.002004
  1150.350,     0.274804,    -0.000890
  1150.400,     0.188654,     0.000278
  1150.450,     0.098431,     0.001316
  1150.500,    -0.003440,    -0.000944
  1150.550,    -0.100150,    -0.001013
  1150.600,    -0.157753,    -0.001270
  1150.650,    -0.165937,    -0.001773
  1150.700,    -0.129277,    -0.002057
  1150.750,    -0.036690,    -0.000904
  1150.800,     0.102791,    -0.001586
  1150.850,     0.258128,     0.000445
  1150.900,     0.403012,     0.001562
  1150.950,     0.523367,    -0.001902
  1151.000,     0.611753,    -0.001488
  1151.050,     0.644665,    -0.001789
  1151.100,     0.610768,    -0.001323
  1151.150,     0.512145,    -0.003065
  1151.200,     0.373816,    -0.001545
  1151.250,     0.209860,     0.000054
  1151.300,     0.033245,    -0.001649
  1151.350,    -0.128067,     0.000553
  1151.400,    -0.243120,     0.000708
  1151.450,    -0.308151,     0.002143
  1151.500,    -0.325332,    -0.001650
  1151.550,    -0.293121,    -0.002734
  1151.600,    -0.225285,     0.000971
  1151.650,    -0.154241,     0.000093
  1151.700,    -0.092397,    -0.001001
  1151.750,    -0.054631,    -0.001186
  1151.800,    -0.031512,     0.001327
  1151.850,    -0.002641,     0.002264
  1151.900,     0.043475,    -0.002327
  1151.950,     0.106151,    -0.002594
  1152.000,     0.207182,    -0.000104
  1152.050,     0.305904,    -0.001394
  1152.100,     0.373114,     0.000914
  1152.150,     0.393701,     0.000673
  1152.200,     0.350002,     0.002038
