Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
   247.0,  1.702701E-1,    16.36659,          NaN,         NaN, 5.410411E-12,    56.18031,          NaN,         NaN
   248.0,  1.738487E-1,    16.45660,          NaN,         NaN, 5.483287E-12,    56.42075,          NaN,         NaN
   249.0,  1.767043E-1,    16.54808,          NaN,         NaN, 5.575788E-12,    56.66243,          NaN,         NaN
   250.0,  1.787781E-1,    16.64039,          NaN,         NaN, 5.691490E-12,    56.90389,          NaN,         NaN
   251.0,  1.800284E-1,    16.73290,          NaN,         NaN, 5.831559E-12,    57.14358,          NaN,         NaN
   252.0,  1.804322E-1,    16.82497,          NaN,         NaN, 5.994650E-12,    57.38011,          NaN,         NaN
   253.0,  1.799862E-1,    16.91595,          NaN,         NaN, 6.177083E-12,    57.61232,          NaN,         NaN
   254.0,  1.787076E-1,    17.00515,          NaN,         NaN, 6.373241E-12,    57.83939,          NaN,         NaN
   255.0,  1.766365E-1,    17.09185,          NaN,         NaN, 6.576095E-12,    58.06087,          NaN,         NaN
   256.0,  1.738369E-1,    17.17528,          NaN,         NaN, 6.777745E-12,    58.27660,          NaN,         NaN
   257.0,  1.703996E-1,    17.25463,          NaN,         NaN, 6.969925E-12,    58.48667,          NaN,         NaN
   258.0,  1.664438E-1,    17.32901,          NaN,         NaN, 7.144416E-12,    58.69138,          NaN,         NaN
   259.0,  1.621201E-1,    17.39753,          NaN,         NaN, 7.293375E-12,    58.89109,          NaN,         NaN
   260.0,  1.576114E-1,    17.45929,          NaN,         NaN, 7.409569E-12,    59.08627,          NaN,         NaN
   261.0,  1.531342E-1,    17.51352,          NaN,         NaN, 7.486553E-12,    59.27739,          NaN,         NaN
   262.0,  1.489353E-1,    17.55962,          NaN,         NaN, 7.518785E-12,    59.46492,          NaN,         NaN
   263.0,  1.452854E-1,    17.59743,          NaN,         NaN, 7.501705E-12,    59.64932,          NaN,         NaN
   264.0,  1.424645E-1,    17.62735,          NaN,         NaN, 7.431785E-12,    59.83104,          NaN,         NaN
   265.0,  1.407412E-1,    17.65054,          NaN,         NaN, 7.306552E-12,    60.01049,          NaN,         NaN
   266.0,  1.403437E-1,    17.66898,          NaN,         NaN, 7.124592E-12,    60.18808,          NaN,         NaN
   267.0,  1.414312E-1,    17.68532,          NaN,         NaN, 6.885541E-12,    60.36420,          NaN,         NaN
   268.0,  1.440713E-1,    17.70253,          NaN,         NaN, 6.590058E-12,    60.53925,          NaN,         NaN
   269.0,  1.482324E-1,    17.72345,          NaN,         NaN, 6.239791E-12,    60.71365,          NaN,         NaN
   270.0,  1.537918E-1,    17.75034,          NaN,         NaN, 5.837323E-12,    60.88787,          NaN,         NaN
   271.0,  1.605579E-1,    17.78473,          NaN,         NaN, 5.386124E-12,    61.06247,          NaN,         NaN
   272.0,  1.682959E-1,    17.82732,          NaN,         NaN, 4.890484E-12,    61.23819,          NaN,         NaN
   273.0,  1.767526E-1,    17.87817,          NaN,         NaN, 4.355462E-12,    61.41603,          NaN,         NaN
   274.0,  1.856750E-1,    17.93684,          NaN,         NaN, 3.786853E-12,    61.59761,          NaN,         NaN
   275.0,  1.948224E-1,    18.00265,          NaN,         NaN, 3.191215E-12,    61.78562,          NaN,         NaN
   276.0,  2.039730E-1,    18.07477,          NaN,         NaN, 2.576094E-12,    61.98532,          NaN,         NaN
   277.0,  2.129272E-1,    18.15233,          NaN,         NaN, 1.950874E-12,    62.20847,          NaN,         NaN
   278.0,  2.215083E-1,    18.23448,          NaN,         NaN, 1.330309E-12,    62.48819,          NaN,         NaN
   279.0,  2.295627E-1,    18.32044,          NaN,         NaN, 7.551358E-13,    62.95532,          NaN,         NaN
   280.0,  2.369588E-1,    18.40946,          NaN,         NaN, 4.631644E-13,    64.13537,          NaN,         NaN
   281.0,  2.435867E-1,    18.50090,          NaN,         NaN, 8.215576E-13,    65.17470,          NaN,         NaN
   282.0,  2.493574E-1,    18.59412,          NaN,         NaN, 1.375362E-12,    65.59388,          NaN,         NaN
   283.0,  2.542023E-1,    18.68858,          NaN,         NaN, 1.943267E-12,    65.86203,          NaN,         NaN
   284.0,  2.580730E-1,    18.78375,          NaN,         NaN, 2.493526E-12,    66.08216,          NaN,         NaN
   285.0,  2.609411E-1,    18.87914,          NaN,         NaN, 3.014566E-12,    66.28198,          NaN,         NaN
   286.0,  2.627985E-1,    18.97426,          NaN,         NaN, 3.499687E-12,    66.47176,          NaN,         NaN
   287.0,  2.636569E-1,    19.06867,          NaN,         NaN, 3.944210E-12,    66.65622,          NaN,         NaN
   288.0,  2.635490E-1,    19.16190,          NaN,         NaN, 4.344728E-12,    66.83786,          NaN,         NaN
   289.0,  2.625277E-1,    19.25351,          NaN,         NaN, 4.698858E-12,    67.01817,          NaN,         NaN
   290.0,  2.606673E-1,    19.34304,          NaN,         NaN, 5.005156E-12,    67.19814,          NaN,         NaN
   291.0,  2.580629E-1,    19.43005,          NaN,         NaN, 5.263071E-12,    67.37849,          NaN,         NaN
   292.0,  2.548311E-1,    19.51409,          NaN,         NaN, 5.472925E-12,    67.55978,          NaN,         NaN
   293.0,  2.511094E-1,    19.59474,          NaN,         NaN, 5.635879E-12,    67.74245,          NaN,         NaN
   294.0,  2.470552E-1,    19.67162,          NaN,         NaN, 5.753899E-12,    67.92694,          NaN,         NaN
   295.0,  2.428440E-1,    19.74439,          NaN,         NaN, 5.829707E-12,    68.11359,          NaN,         NaN
   296.0,  2.386668E-1,    19.81282,          NaN,         NaN, 5.866720E-12,    68.30274,          NaN,         NaN
   297.0,  2.347246E-1,    19.87683,          NaN,         NaN, 5.868968E-12,    68.49471,          NaN,         NaN
   298.0,  2.312224E-1,    19.93649,          NaN,         NaN, 5.841005E-12,    68.68976,          NaN,         NaN
   299.0,  2.283595E-1,    19.99211,          NaN,         NaN, 5.787781E-12,    68.88812,          NaN,         NaN
   300.0,  2.263191E-1,    20.04425,          NaN,         NaN, 5.714514E-12,    69.08993,          NaN,         NaN
   301.0,  2.252559E-1,    20.09371,          NaN,         NaN, 5.626516E-12,    69.29528,          NaN,         NaN
   302.0,  2.252848E-1,    20.14150,          NaN,         NaN, 5.529014E-12,    69.50412,          NaN,         NaN
   303.0,  2.264715E-1,    20.18875,          NaN,         NaN, 5.426938E-12,    69.71628,          NaN,         NaN
   304.0,  2.288276E-1,    20.23665,          NaN,         NaN, 5.324708E-12,    69.93145,          NaN,         NaN
   305.0,  2.323103E-1,    20.28631,          NaN,         NaN, 5.226023E-12,    70.14914,          NaN,         NaN
   306.0,  2.368279E-1,    20.33867,          NaN,         NaN, 5.133679E-12,    70.36874,          NaN,         NaN
   307.0,  2.422483E-1,    20.39444,          NaN,         NaN, 5.049432E-12,    70.58953,          NaN,         NaN
   308.0,  2.484106E-1,    20.45410,          NaN,         NaN, 4.973941E-12,    70.81071,          NaN,         NaN
   309.0,  2.551364E-1,    20.51787,          NaN,         NaN, 4.906788E-12,    71.03147,          NaN,         NaN
   310.0,  2.622403E-1,    20.58576,          NaN,         NaN, 4.846595E-12,    71.25108,          NaN,         NaN
   311.0,  2.695382E-1,    20.65763,          NaN,         NaN, 4.791205E-12,    71.46888,          NaN,         NaN
   312.0,  2.768547E-1,    20.73319,          NaN,         NaN, 4.737916E-12,    71.68440,          NaN,         NaN
   313.0,  2.840268E-1,    20.81211,          NaN,         NaN, 4.683729E-12,    71.89730,          NaN,         NaN
   314.0,  2.909080E-1,    20.89396,          NaN,         NaN, 4.625597E-12,    72.10743,          NaN,         NaN
   315.0,  2.973694E-1,    20.97834,          NaN,         NaN, 4.560635E-12,    72.31482,          NaN,         NaN
   316.0,  3.033017E-1,    21.06480,          NaN,         NaN, 4.486295E-12,    72.51963,          NaN,         NaN
   317.0,  3.086150E-1,    21.15291,          NaN,         NaN, 4.400498E-12,    72.72214,          NaN,         NaN
   318.0,  3.132396E-1,    21.24226,          NaN,         NaN, 4.301716E-12,    72.92276,          NaN,         NaN
   319.0,  3.171257E-1,    21.33243,          NaN,         NaN, 4.189035E-12,    73.12199,          NaN,         NaN
   320.0,  3.202433E-1,    21.42303,          NaN,         NaN, 4.062170E-12,    73.32042,          NaN,         NaN
   321.0,  3.225819E-1,    21.51369,          NaN,         NaN, 3.921477E-12,    73.51870,          NaN,         NaN
   322.0,  3.241501E-1,    21.60406,          NaN,         NaN, 3.767940E-12,    73.71761,          NaN,         NaN
   323.0,  3.249750E-1,    21.69378,          NaN,         NaN, 3.603156E-12,    73.91796,          NaN,         NaN
   324.0,  3.251019E-1,    21.78256,          NaN,         NaN, 3.429308E-12,    74.12072,          NaN,         NaN
   325.0,  3.245927E-1,    21.87007,          NaN,         NaN, 3.249150E-12,    74.32690,          NaN,         NaN
   326.0,  3.235253E-1,    21.95607,          NaN,         NaN, 3.065967E-12,    74.53762,          NaN,         NaN
   327.0,  3.219920E-1,    22.04030,          NaN,         NaN, 2.883546E-12,    74.75405,          NaN,         NaN
   328.0,  3.200972E-1,    22.12257,          NaN,         NaN, 2.706107E-12,    74.97734,          NaN,         NaN
   329.0,  3.179552E-1,    22.20273,          NaN,         NaN, 2.538201E-12,    75.20849,          NaN,         NaN
   330.0,  3.156872E-1,    22.28067,          NaN,         NaN, 2.384513E-12,    75.44812,          NaN,         NaN
   331.0,  3.134175E-1,    22.35636,          NaN,         NaN, 2.249555E-12,    75.69621,          NaN,         NaN
   332.0,  3.112692E-1,    22.42984,          NaN,         NaN, 2.137210E-12,    75.95179,          NaN,         NaN
   333.0,  3.093599E-1,    22.50124,          NaN,         NaN, 2.050161E-12,    76.21271,          NaN,         NaN
   334.0,  3.077964E-1,    22.57074,          NaN,         NaN, 1.989341E-12,    76.47575,          NaN,         NaN
   335.0,  3.066699E-1,    22.63862,          NaN,         NaN, 1.953586E-12,    76.73705,          NaN,         NaN
   336.0,  3.060519E-1,    22.70522,          NaN,         NaN, 1.939676E-12,    76.99277,          NaN,         NaN
   337.0,  3.059902E-1,    22.77092,          NaN,         NaN, 1.942779E-12,    77.23978,          NaN,         NaN
   338.0,  3.065069E-1,    22.83613,          NaN,         NaN, 1.957140E-12,    77.47601,          NaN,         NaN
   339.0,  3.075977E-1,    22.90126,          NaN,         NaN, 1.976785E-12,    77.70052,          NaN,         NaN
   340.0,  3.092328E-1,    22.96669,          NaN,         NaN, 1.996063E-12,    77.91322,          NaN,         NaN
   341.0,  3.113591E-1,    23.03276,          NaN,         NaN, 2.009978E-12,    78.11460,          NaN,         NaN
   342.0,  3.139043E-1,    23.09973,          NaN,         NaN, 2.014343E-12,    78.30539,          NaN,         NaN
   343.0,  3.167816E-1,    23.16781,          NaN,         NaN, 2.005815E-12,    78.48641,          NaN,         NaN
   344.0,  3.198949E-1,    23.23711,          NaN,         NaN, 1.981858E-12,    78.65836,          NaN,         NaN
   345.0,  3.231441E-1,    23.30766,          NaN,         NaN, 1.940699E-12,    78.82178,          NaN,         NaN
   346.0,  3.264301E-1,    23.37942,          NaN,         NaN, 1.881267E-12,    78.97692,          NaN,         NaN
   347.0,  3.296596E-1,    23.45229,          NaN,         NaN, 1.803152E-12,    79.12373,          NaN,         NaN
   348.0,  3.327494E-1,    23.52611,          NaN,         NaN, 1.706587E-12,    79.26169,          NaN,         NaN
   349.0,  3.356290E-1,    23.60069,          NaN,         NaN, 1.592455E-12,    79.38970,          NaN,         NaN
   350.0,  3.382440E-1,    23.67579,          NaN,         NaN, 1.462354E-12,    79.50577,          NaN,         NaN
   351.0,  3.405578E-1,    23.75118,          NaN,         NaN, 1.318750E-12,    79.60648,          NaN,         NaN
   352.0,  3.425530E-1,    23.82658,          NaN,         NaN, 1.165301E-12,    79.68616,          NaN,         NaN
   353.0,  3.442319E-1,    23.90175,          NaN,         NaN, 1.007554E-12,    79.73532,          NaN,         NaN
   354.0,  3.456170E-1,    23.97645,          NaN,         NaN, 8.543421E-13,    79.73840,          NaN,         NaN
   355.0,  3.467502E-1,    24.05044,          NaN,         NaN, 7.203972E-13,    79.67258,          NaN,         NaN
   356.0,  3.476914E-1,    24.12355,          NaN,         NaN, 6.292402E-13,    79.51817,          NaN,         NaN
   357.0,  3.485167E-1,    24.19560,          NaN,         NaN, 6.084623E-13,    79.29794,          NaN,         NaN
   358.0,  3.493157E-1,    24.26651,          NaN,         NaN, 6.681452E-13,    79.09624,          NaN,         NaN
   359.0,  3.501880E-1,    24.33623,          NaN,         NaN, 7.898627E-13,    78.97653,          NaN,         NaN
   360.0,  3.512388E-1,    24.40477,          NaN,         NaN, 9.468998E-13,    78.93774,          NaN,         NaN
   361.0,  3.525742E-1,    24.47223,          NaN,         NaN, 1.119561E-12,    78.95588,          NaN,         NaN
   362.0,  3.542959E-1,    24.53877,          NaN,         NaN, 1.295499E-12,    79.01082,          NaN,         NaN
   363.0,  3.564958E-1,    24.60461,          NaN,         NaN, 1.466746E-12,    79.08961,          NaN,         NaN
   364.0,  3.592510E-1,    24.67003,          NaN,         NaN, 1.627723E-12,    79.18433,          NaN,         NaN
   365.0,  3.626189E-1,    24.73536,          NaN,         NaN, 1.774221E-12,    79.29008,          NaN,         NaN
   366.0,  3.666341E-1,    24.80093,          NaN,         NaN, 1.902905E-12,    79.40376,          NaN,         NaN
   367.0,  3.713063E-1,    24.86711,          NaN,         NaN, 2.011077E-12,    79.52336,          NaN,         NaN
   368.0,  3.766194E-1,    24.93421,          NaN,         NaN, 2.096564E-12,    79.64749,          NaN,         NaN
   369.0,  3.825326E-1,    25.00254,          NaN,         NaN, 2.157660E-12,    79.77526,          NaN,         NaN
   370.0,  3.889829E-1,    25.07235,          NaN,         NaN, 2.193106E-12,    79.90602,          NaN,         NaN
   371.0,  3.958882E-1,    25.14381,          NaN,         NaN, 2.202077E-12,    80.03934,          NaN,         NaN
   372.0,  4.031519E-1,    25.21707,          NaN,         NaN, 2.184182E-12,    80.17497,          NaN,         NaN
   373.0,  4.106670E-1,    25.29217,          NaN,         NaN, 2.139459E-12,    80.31275,          NaN,         NaN
   374.0,  4.183213E-1,    25.36911,          NaN,         NaN, 2.068372E-12,    80.45267,          NaN,         NaN
   375.0,  4.260015E-1,    25.44786,          NaN,         NaN, 1.971801E-12,    80.59483,          NaN,         NaN
   376.0,  4.335972E-1,    25.52832,          NaN,         NaN, 1.851035E-12,    80.73950,          NaN,         NaN
   377.0,  4.410047E-1,    25.61035,          NaN,         NaN, 1.707758E-12,    80.88718,          NaN,         NaN
   378.0,  4.481299E-1,    25.69379,          NaN,         NaN, 1.544039E-12,    81.03873,          NaN,         NaN
   379.0,  4.548907E-1,    25.77848,          NaN,         NaN, 1.362326E-12,    81.19561,          NaN,         NaN
   380.0,  4.612189E-1,    25.86421,          NaN,         NaN, 1.165473E-12,    81.36053,          NaN,         NaN
   381.0,  4.670617E-1,    25.95081,          NaN,         NaN, 9.568422E-13,    81.53874,          NaN,         NaN
   382.0,  4.723821E-1,    26.03806,          NaN,         NaN, 7.406548E-13,    81.74189,          NaN,         NaN
   383.0,  4.771597E-1,    26.12579,          NaN,         NaN, 5.233517E-13,    82.00093,          NaN,         NaN
