pos	X
59.33	6.82124e-13
59.335	6.82124e-13
59.34	6.82124e-13
59.345	4.54751e-13
59.35	6.82124e-13
59.355	6.82124e-13
59.36	4.54751e-13
59.365	4.54751e-13
59.37	4.54751e-13
59.375	4.54751e-13
59.38	4.54751e-13
59.385	4.54751e-13
59.39	4.54751e-13
59.395	4.54751e-13
59.4	4.54751e-13
59.405	4.54751e-13
59.41	4.54751e-13
59.415	4.54751e-13
59.42	2.27375e-13
59.425	2.27375e-13
59.43	2.27375e-13
59.435	2.27375e-13
59.44	2.27375e-13
59.445	4.54751e-13
59.45	4.54751e-13
59.455	4.54751e-13
59.46	4.54751e-13
59.465	4.54751e-13
59.47	4.54751e-13
59.475	4.54751e-13
59.48	4.54751e-13
59.485	4.54751e-13
59.49	4.54751e-13
59.495	4.54751e-13
59.5	4.54751e-13
59.505	4.54751e-13
59.51	4.54751e-13
59.515	4.54751e-13
59.52	4.54751e-13
59.525	4.54751e-13
59.53	2.27375e-13
59.535	2.27375e-13
59.54	4.54751e-13
59.545	4.54751e-13
59.55	4.54751e-13
59.555	4.54751e-13
59.56	6.82124e-13
59.565	6.82124e-13
59.57	4.54751e-13
59.575	4.54751e-13
59.58	4.54751e-13
59.585	4.54751e-13
59.59	4.54751e-13
59.595	4.54751e-13
59.6	4.54751e-13
59.605	4.54751e-13
59.61	4.54751e-13
59.615	4.54751e-13
59.62	4.54751e-13
59.625	2.27375e-13
59.63	2.27375e-13
59.635	2.27375e-13
59.64	2.27375e-13
59.645	4.54751e-13
59.65	4.54751e-13
59.655	4.54751e-13
59.66	4.54751e-13
59.665	2.27375e-13
59.67	0.0
59.675	0.0
59.68	2.27375e-13
59.685	4.54751e-13
59.69	4.54751e-13
59.695	2.27375e-13
59.7	4.54751e-13
59.705	2.27375e-13
59.71	2.27375e-13
59.715	2.27375e-13
59.72	0.0
59.725	0.0
59.73	0.0
59.735	0.0
59.74	2.27375e-13
59.745	2.27375e-13
59.75	2.27375e-13
59.755	2.27375e-13
59.76	4.54751e-13
59.765	4.54751e-13
59.77	4.54751e-13
59.775	4.54751e-13
59.78	2.27375e-13
59.785	2.27375e-13
59.79	0.0
59.795	0.0
59.8	2.27375e-13
59.805	2.27375e-13
59.81	0.0
59.815	0.0
59.82	0.0
59.825	0.0
59.83	0.0
59.835	0.0
59.84	2.27375e-13
59.845	2.27375e-13
59.85	2.27375e-13
59.855	2.27375e-13
59.86	0.0
59.865	-2.27375e-13
59.87	-2.27375e-13
59.875	-2.27375e-13
59.88	-4.54751e-13
59.885	-4.54751e-13
59.89	-4.54751e-13
59.895	-4.54751e-13
59.9	-4.54751e-13
59.905	-6.82124e-13
59.91	-6.82124e-13
59.915	-6.82124e-13
59.92	-6.82124e-13
59.925	-6.82124e-13
59.93	-6.82124e-13
59.935	-6.82124e-13
59.94	-6.82124e-13
59.945	-6.82124e-13
59.95	-6.82124e-13
59.955	-6.82124e-13
59.96	-6.82124e-13
59.965	-6.82124e-13
59.97	-9.09502e-13
59.975	-9.09502e-13
59.98	-6.82124e-13
59.985	-9.09502e-13
59.99	-9.09502e-13
59.995	-9.09502e-13
60.0	-6.82124e-13
60.005	-6.82124e-13
60.01	-6.82124e-13
60.015	-6.82124e-13
60.02	-6.82124e-13
60.025	-6.82124e-13
60.03	-4.54751e-13
60.035	-4.54751e-13
60.04	-4.54751e-13
60.045	-4.54751e-13
60.05	-6.82124e-13
60.055	-6.82124e-13
60.06	-4.54751e-13
60.065	0.0
60.07	-2.27375e-13
60.075	-4.54751e-13
60.08	-4.54751e-13
60.085	-4.54751e-13
60.09	-2.27375e-13
60.095	0.0
60.1	2.27375e-13
60.105	2.27375e-13
60.11	2.27375e-13
60.115	0.0
60.12	0.0
60.125	0.0
60.13	2.27375e-13
60.135	0.0
60.14	0.0
60.145	0.0
60.15	0.0
60.155	0.0
60.16	0.0
60.165	2.27375e-13
60.17	0.0
60.175	0.0
60.18	0.0
60.185	0.0
60.19	2.27375e-13
60.195	4.54751e-13
60.2	2.27375e-13
60.205	2.27375e-13
60.21	2.27375e-13
60.215	2.27375e-13
60.22	2.27375e-13
60.225	2.27375e-13
60.23	2.27375e-13
60.235	2.27375e-13
60.24	2.27375e-13
60.245	0.0
60.25	0.0
60.255	2.27375e-13
60.26	4.54751e-13
60.265	4.54751e-13
60.27	4.54751e-13
60.275	2.27375e-13
60.28	4.54751e-13
60.285	4.54751e-13
60.29	6.82124e-13
60.295	6.82124e-13
60.3	6.82124e-13
60.305	6.82124e-13
60.31	6.82124e-13
60.315	6.82124e-13
60.32	4.54751e-13
60.325	4.54751e-13
60.33	4.54751e-13
60.335	6.82124e-13
60.34	9.09502e-13
60.345	9.09502e-13
60.35	9.09502e-13
60.355	9.09502e-13
60.36	1.13688e-12
60.365	1.13688e-12
60.37	1.13688e-12
60.375	1.36425e-12
60.38	1.59162e-12
60.385	1.819e-12
60.39	1.819e-12
60.395	1.819e-12
60.4	2.04638e-12
60.405	2.04638e-12
60.41	2.04638e-12
60.415	2.27375e-12
60.42	2.27375e-12
60.425	2.27375e-12
60.43	2.7285e-12
60.435	2.95587e-12
60.44	2.95587e-12
60.445	3.18325e-12
60.45	3.41062e-12
60.455	3.63801e-12
60.46	3.63801e-12
60.465	3.63801e-12
60.47	3.63801e-12
60.475	3.63801e-12
60.48	3.63801e-12
60.485	3.63801e-12
60.49	3.41062e-12
60.495	3.41062e-12
60.5	3.18325e-12
