pos	X
57.0	2.0988500000000002e-13
57.005	3.015e-14
57.01	3.015e-14
57.015	2.0988500000000002e-13
57.02	3.015e-14
57.025	3.8962e-13
57.03	3.015e-14
57.035	3.015e-14
57.04	3.015e-14
57.045	3.015e-14
57.05	3.015e-14
57.055	3.8962e-13
57.06	3.015e-14
57.065	2.0988500000000002e-13
57.07	3.8962e-13
57.075	3.015e-14
57.08	3.015e-14
57.085	2.0988500000000002e-13
57.09	2.0988500000000002e-13
57.095	3.8962e-13
57.1	3.015e-14
57.105	3.015e-14
57.11	3.015e-14
57.115	3.015e-14
57.12	2.0988500000000002e-13
57.125	2.0988500000000002e-13
57.13	3.8962e-13
57.135	3.8962e-13
57.14	3.8962e-13
57.145	2.0988500000000002e-13
57.15	3.8962e-13
57.155	3.015e-14
57.16	2.0988500000000002e-13
57.165	2.0988500000000002e-13
57.17	2.0988500000000002e-13
57.175	2.0988500000000002e-13
57.18	2.0988500000000002e-13
57.185	3.8962e-13
57.19	3.8962e-13
57.195	3.015e-14
57.2	3.015e-14
57.205	2.0988500000000002e-13
57.21	2.0988500000000002e-13
57.215	2.0988500000000002e-13
57.22	3.015e-14
57.225	2.0988500000000002e-13
57.23	3.8962e-13
57.235	3.8962e-13
57.24	3.015e-14
57.245	3.015e-14
57.25	3.015e-14
57.255	3.8962e-13
57.26	3.015e-14
57.265	2.0988500000000002e-13
57.27	3.015e-14
57.275	3.8962e-13
57.28	3.015e-14
57.285	3.015e-14
57.29	3.8962e-13
57.295	3.8962e-13
57.3	2.0988500000000002e-13
57.305	3.015e-14
57.31	3.015e-14
57.315	3.015e-14
57.32	3.8962e-13
57.325	3.015e-14
57.33	3.015e-14
57.335	3.015e-14
57.34	3.015e-14
57.345	2.0988500000000002e-13
57.35	3.8962e-13
57.355	3.8962e-13
57.36	2.0988500000000002e-13
57.365	2.0988500000000002e-13
57.37	2.0988500000000002e-13
57.375	2.0988500000000002e-13
57.38	3.015e-14
57.385	3.015e-14
57.39	2.0988500000000002e-13
57.395	2.0988500000000002e-13
57.4	3.015e-14
57.405	3.015e-14
57.41	2.0988500000000002e-13
57.415	3.8962e-13
57.42	2.0988500000000002e-13
57.425	3.015e-14
57.43	2.0988500000000002e-13
57.435	3.8962e-13
57.44	3.015e-14
57.445	3.015e-14
57.45	3.8962e-13
57.455	2.0988500000000002e-13
57.46	3.8962e-13
57.465	3.015e-14
57.47	3.015e-14
57.475	3.8962e-13
57.48	3.8962e-13
57.485	3.015e-14
57.49	3.015e-14
57.495	3.015e-14
57.5	0.0
57.505	0.0
57.51	0.0
57.515	0.0
57.52	2.27375e-13
57.525	0.0
57.53	2.27375e-13
57.535	2.27375e-13
57.54	2.27375e-13
57.545	2.27375e-13
57.55	2.27375e-13
57.555	4.54751e-13
57.56	4.54751e-13
57.565	4.54751e-13
57.57	2.27375e-13
57.575	2.27375e-13
57.58	4.54751e-13
57.585	4.54751e-13
57.59	4.54751e-13
57.595	4.54751e-13
57.6	4.54751e-13
57.605	4.54751e-13
57.61	4.54751e-13
57.615	4.54751e-13
57.62	4.54751e-13
57.625	2.27375e-13
57.63	4.54751e-13
57.635	4.54751e-13
57.64	2.27375e-13
57.645	2.27375e-13
57.65	0.0
57.655	2.27375e-13
57.66	2.27375e-13
57.665	0.0
57.67	0.0
57.675	2.27375e-13
57.68	2.27375e-13
57.685	4.54751e-13
57.69	4.54751e-13
57.695	4.54751e-13
57.7	4.54751e-13
57.705	2.27375e-13
57.71	2.27375e-13
57.715	2.27375e-13
57.72	0.0
57.725	0.0
57.73	0.0
57.735	0.0
57.74	0.0
57.745	0.0
57.75	0.0
57.755	0.0
57.76	0.0
57.765	0.0
57.77	0.0
57.775	0.0
57.78	0.0
57.785	0.0
57.79	2.27375e-13
57.795	0.0
57.8	2.27375e-13
57.805	2.27375e-13
57.81	2.27375e-13
57.815	2.27375e-13
57.82	2.27375e-13
57.825	0.0
57.83	0.0
57.835	4.54751e-13
57.84	4.54751e-13
57.845	4.54751e-13
57.85	6.82124e-13
57.855	4.54751e-13
57.86	4.54751e-13
57.865	4.54751e-13
57.87	4.54751e-13
57.875	4.54751e-13
57.88	4.54751e-13
57.885	4.54751e-13
57.89	4.54751e-13
57.895	4.54751e-13
57.9	4.54751e-13
57.905	6.82124e-13
