t_ps,A_Re,A_Im,AS_Re,AB_Re
216.44077579489442,0.0,0.0,0.0,0.0
217.2677251794842,0.0,0.0,0.0,0.0
218.09467456407393,0.0,0.0,0.0,0.0
218.9216239486637,0.0,0.0,0.0,0.0
219.7485733332534,0.0,0.0,0.0,0.0
220.57552271784317,0.0,0.0,0.0,0.0
221.40247210243288,0.0,0.0,0.0,0.0
222.22942148702262,0.0,0.0,0.0,0.0
223.0563708716124,0.0,0.0,0.0,0.0
223.88332025620213,0.0,0.0,0.0,0.0
224.71026964079186,0.0,0.0,0.0,0.0
225.5372190253816,0.0,0.0,0.0,0.0
226.36416840997134,0.0,0.0,0.0,0.0
227.19111779456108,0.0,0.0,0.0,0.0
228.01806717915085,0.0,0.0,0.0,0.0
228.8450165637406,0.0,0.0,0.0,0.0
229.67196594833032,0.0,0.0,0.0,0.0
230.49891533292006,0.0,0.0,0.0,0.0
231.3258647175098,0.0,0.0,0.0,0.0
232.15281410209954,0.0,0.0,0.0,0.0
232.9797634866893,0.0,0.0,0.0,0.0
233.80671287127902,0.0,0.0,0.0,0.0
234.63366225586878,0.0,0.0,0.0,0.0
235.46061164045855,0.0,0.0,0.0,0.0
236.28756102504826,0.0,0.0,0.0,0.0
237.114510409638,0.0,0.0,0.0,0.0
237.94145979422777,0.0,0.0,0.0,0.0
238.76840917881754,0.0,0.0,0.0,0.0
239.59535856340725,0.0,0.0,0.0,0.0
240.42230794799696,0.0,0.0,0.0,0.0
241.24925733258672,0.0,0.0,0.0,0.0
242.07620671717646,0.0,0.0,0.0,0.0
242.90315610176623,0.0,0.0,0.0,0.0
243.73010548635594,0.0,0.0,0.0,0.0
244.5570548709457,0.0,0.0,0.0,0.0
245.38400425553542,0.0,0.0,0.0,0.0
246.21095364012518,0.0,0.0,0.0,0.0
247.03790302471492,0.0,0.0,0.0,0.0
247.8648524093047,0.0,0.0,0.0,0.0
248.6918017938944,0.0,0.0,0.0,0.0
249.51875117848417,0.0,0.0,0.0,0.0
250.34570056307388,0.0,0.0,0.0,0.0
251.17264994766364,0.0,0.0,0.0,0.0
251.99959933225338,0.0,0.0,0.0,0.0
252.82654871684315,0.0,0.0,0.0,0.0
253.65349810143286,0.0,0.0,0.0,0.0
254.48044748602263,0.0,0.0,0.0,0.0
255.30739687061234,0.0,0.0,0.0,0.0
256.13434625520205,0.0,0.0,0.0,0.0
256.96129563979184,0.0,0.0,0.0,0.0
257.7882450243816,0.0,0.0,0.0,0.0
258.6151944089713,0.0,0.0,0.0,0.0
259.44214379356106,0.0,0.0,0.0,0.0
260.2690931781508,0.0,0.0,0.0,0.0
261.0960425627406,0.0,0.0,0.0,0.0
261.9229919473303,0.0,0.0,0.0,0.0
262.74994133192,0.0,0.0,0.0,0.0
263.57689071650975,0.0,0.0,0.0,0.0
264.40384010109955,0.0,0.0,0.0,0.0
265.2307894856893,0.0,0.0,0.0,0.0
266.05773887027897,0.0,0.0,0.0,0.0
266.88468825486876,0.0,0.0,0.0,0.0
267.7116376394585,0.0,0.0,0.0,0.0
268.53858702404824,0.0,0.0,0.0,0.0
269.365536408638,0.0,0.0,0.0,0.0
270.1924857932277,0.0,0.0,0.0,0.0
271.01943517781746,0.0,0.0,0.0,0.0
271.8463845624072,0.0,0.0,0.0,0.0
272.67333394699693,0.0,0.0,0.0,0.0
273.5002833315867,0.0,0.0,0.0,0.0
274.3272327161764,0.0,0.0,0.0,0.0
275.1541821007662,0.0,0.0,0.0,0.0
275.9811314853559,0.0,0.0,0.0,0.0
276.8080808699457,0.0,0.0,0.0,0.0
277.63503025453537,0.0,0.0,0.0,0.0
278.46197963912516,0.0,0.0,0.0,0.0
279.2889290237149,0.0,0.0,0.0,0.0
280.11587840830464,0.0,0.0,0.0,0.0
280.9428277928944,0.0,0.0,0.0,0.0
281.7697771774841,0.0,0.0,0.0,0.0
282.59672656207385,0.0,0.0,0.0,0.0
283.4236759466636,0.0,0.0,0.0,0.0
284.25062533125333,0.0,0.0,0.0,0.0
285.0775747158431,0.0,0.0,0.0,0.0
285.9045241004328,0.0,0.0,0.0,0.0
286.7314734850226,0.0,0.0,0.0,0.0
287.5584228696123,0.0,0.0,0.0,0.0
288.385372254202,0.0,0.0,0.0,0.0
289.2123216387918,0.0,0.0,0.0,0.0
290.03927102338156,0.0,0.0,0.0,0.0
290.8662204079713,0.0,0.0,0.0,0.0
291.693169792561,0.0,0.0,0.0,0.0
292.5201191771508,0.0,0.0,0.0,0.0
293.3470685617405,0.0,0.0,0.0,0.0
294.17401794633025,0.0,0.0,0.0,0.0
295.00096733092,0.0,0.0,0.0,0.0
295.82791671550973,0.0,0.0,0.0,0.0
296.6548661000995,0.0,0.0,0.0,0.0
297.4818154846892,0.0,0.0,0.0,0.0
298.30876486927895,0.0,0.0,0.0,0.0
299.13571425386874,0.0,0.0,0.0,0.0
299.9626636384585,0.0,0.0,0.0,0.0
300.7896130230482,0.0,0.0,0.0,0.0
301.6165624076379,0.0,0.0,0.0,0.0
302.4435117922277,0.0,0.0,0.0,0.0
303.27046117681743,0.0,0.0,0.0,0.0
304.0974105614072,0.0,0.0,0.0,0.0
304.9243599459969,0.0,0.0,0.0,0.0
305.75130933058665,0.0,0.0,0.0,0.0
306.57825871517645,0.0,0.0,0.0,0.0
307.4052080997661,0.0,0.0,0.0,0.0
308.23215748435587,0.0,0.0,0.0,0.0
309.05910686894566,0.0,0.0,0.0,0.0
309.88605625353534,0.0,0.0,0.0,0.0
310.7130056381251,0.0,0.0,0.0,-0.0
311.5399550227148,0.0,0.0,0.0,-0.0
312.3669044073046,0.0,0.0,0.0,-0.0
313.19385379189436,0.0,0.0,0.0,-0.0
314.02080317648404,0.0,0.0,0.0,0.0
314.84775256107383,0.0,0.0,0.0,0.0
315.67470194566357,0.0,0.0,0.0,0.0
316.5016513302533,0.0,0.0,0.0,0.0
317.32860071484305,0.0,0.0,0.0,0.0
318.1555500994328,0.0,0.0,0.0,0.0
318.9824994840226,0.0,0.0,0.0,0.0
319.80944886861226,0.0,0.0,0.0,0.0
320.636398253202,0.0,0.0,0.0,0.0
321.46334763779174,0.0,0.0,0.0,0.0
322.29029702238154,0.0,0.0,0.0,0.0
323.1172464069713,0.0,0.0,0.0,0.0
323.94419579156096,0.0,0.0,0.0,0.0
324.77114517615075,0.0,0.0,0.0,0.0
325.5980945607405,0.0,0.0,0.0,0.0
326.42504394533023,0.0,0.0,0.0,0.0
327.25199332991997,0.0,0.0,0.0,0.0
328.0789427145097,0.0,0.0,0.0,0.0
328.9058920990995,0.0,0.0,0.0,0.0
329.7328414836892,0.0,0.0,0.0,0.0
330.5597908682789,0.0,0.0,0.0,0.0
331.38674025286866,0.0,0.0,0.0,0.0
332.21368963745846,0.0,0.0,0.0,0.0
333.0406390220482,0.0,0.0,0.0,0.0
333.8675884066379,0.0,0.0,0.0,0.0
334.6945377912277,0.0,0.0,0.0,0.0
335.5214871758174,0.0,0.0,0.0,0.0
336.34843656040715,0.0,0.0,0.0,0.0
337.1753859449969,0.0,0.0,0.0,0.0
338.00233532958663,0.0,0.0,0.0,0.0
338.82928471417637,0.0,0.0,0.0,0.0
339.65623409876605,0.0,0.0,0.0,0.0
340.48318348335584,0.0,0.0,0.0,0.0
341.3101328679456,0.0,0.0,0.0,0.0
342.1370822525353,0.0,0.0,0.0,0.0
342.96403163712506,0.0,0.0,0.0,0.0
343.7909810217148,0.0,0.0,0.0,0.0
344.6179304063046,0.0,0.0,0.0,0.0
345.4448797908943,0.0,0.0,0.0,0.0
346.271829175484,0.0,0.0,0.0,0.0
347.0987785600738,0.0,0.0,0.0,0.0
347.92572794466355,0.0,0.0,0.0,0.0
348.7526773292533,0.0,0.0,0.0,0.0
349.57962671384297,0.0,0.0,0.0,0.0
350.40657609843277,0.0,0.0,0.0,0.0
351.2335254830225,0.0,0.0,0.0,0.0
352.06047486761224,0.0,0.0,0.0,0.0
352.887424252202,0.0,0.0,0.0,0.0
353.7143736367917,0.0,0.0,0.0,0.0
354.5413230213815,0.0,0.0,0.0,0.0
355.3682724059712,0.0,0.0,0.0,0.0
356.19522179056094,0.0,0.0,0.0,0.0
357.02217117515073,0.0,0.0,0.0,0.0
357.84912055974047,0.0,0.0,0.0,0.0
358.6760699443302,0.0,0.0,0.0,0.0
359.5030193289199,0.0,0.0,0.0,0.0
360.3299687135097,0.0,0.0,0.0,0.0
361.1569180980994,0.0,0.0,0.0,0.0
361.98386748268916,0.0,0.0,0.0,0.0
362.8108168672789,0.0,0.0,0.0,0.0
363.63776625186864,0.0,0.0,0.0,0.0
364.46471563645844,0.0,0.0,0.0,0.0
365.2916650210481,0.0,0.0,0.0,0.0
366.11861440563786,0.0,0.0,0.0,0.0
366.94556379022765,0.0,0.0,0.0,0.0
367.7725131748174,0.0,0.0,0.0,0.0
368.5994625594071,0.0,0.0,0.0,0.0
369.4264119439968,0.0,0.0,0.0,0.0
370.2533613285866,0.0,0.0,0.0,0.0
371.0803107131763,0.0,0.0,0.0,0.0
371.907260097766,0.0,0.0,0.0,0.0
372.7342094823558,0.0,0.0,0.0,0.0
373.56115886694556,0.0,0.0,0.0,0.0
374.3881082515353,0.0,0.0,0.0,0.0
375.215057636125,0.0,0.0,0.0,0.0
376.0420070207148,0.0,0.0,0.0,0.0
376.8689564053046,0.0,0.0,0.0,0.0
377.69590578989425,0.0,0.0,0.0,0.0
378.522855174484,0.0,0.0,0.0,0.0
379.34980455907373,0.0,0.0,0.0,0.0
380.1767539436635,0.0,0.0,0.0,0.0
381.0037033282532,0.0,0.0,0.0,0.0
381.83065271284295,0.0,0.0,0.0,0.0
382.65760209743274,0.0,0.0,0.0,0.0
383.4845514820225,0.0,0.0,0.0,0.0
384.3115008666122,0.0,0.0,0.0,0.0
385.1384502512019,0.0,0.0,0.0,0.0
385.9653996357917,0.0,0.0,0.0,0.0
386.7923490203815,0.0,0.0,0.0,0.0
387.6192984049712,0.0,0.0,0.0,0.0
388.4462477895609,0.0,0.0,0.0,0.0
389.27319717415065,0.0,0.0,0.0,0.0
390.10014655874045,0.0,0.0,0.0,0.0
390.92709594333013,0.0,0.0,0.0,0.0
391.75404532791987,0.0,0.0,0.0,0.0
392.58099471250966,0.0,0.0,0.0,0.0
393.4079440970994,0.0,0.0,0.0,0.0
394.23489348168914,0.0,0.0,0.0,0.0
395.0618428662788,0.0,0.0,0.0,0.0
395.8887922508686,0.0,0.0,0.0,0.0
396.7157416354584,0.0,0.0,0.0,0.0
397.5426910200481,0.0,0.0,0.0,0.0
398.36964040463783,0.0,0.0,0.0,0.0
399.1965897892276,0.0,0.0,0.0,0.0
400.0235391738173,0.0,0.0,0.0,0.0
400.85048855840705,0.0,0.0,0.0,0.0
401.6774379429968,0.0,0.0,0.0,0.0
402.5043873275866,0.0,0.0,0.0,0.0
403.33133671217627,0.0,0.0,0.0,0.0
404.158286096766,0.0,0.0,0.0,0.0
404.98523548135574,0.0,0.0,0.0,0.0
405.81218486594554,0.0,0.0,0.0,0.0
406.6391342505353,0.0,0.0,0.0,0.0
407.466083635125,0.0,0.0,0.0,0.0
408.29303301971476,0.0,0.0,0.0,0.0
409.1199824043045,0.0,0.0,0.0,0.0
409.94693178889423,0.0,0.0,0.0,0.0
410.773881173484,0.0,0.0,0.0,0.0
411.6008305580737,0.0,0.0,0.0,0.0
412.4277799426635,0.0,0.0,0.0,0.0
413.2547293272532,0.0,0.0,0.0,0.0
414.0816787118429,0.0,0.0,0.0,0.0
414.90862809643266,0.0,0.0,0.0,0.0
415.7355774810224,0.0,0.0,0.0,0.0
416.5625268656122,0.0,0.0,0.0,0.0
417.3894762502019,0.0,0.0,0.0,0.0
418.2164256347917,0.0,0.0,0.0,0.0
419.04337501938136,0.0,0.0,0.0,0.0
419.87032440397115,0.0,0.0,0.0,0.0
420.6972737885609,0.0,0.0,0.0,0.0
421.52422317315063,0.0,0.0,0.0,0.0
422.35117255774037,0.0,0.0,0.0,0.0
423.1781219423301,0.0,0.0,0.0,0.0
424.00507132691985,0.0,0.0,0.0,0.0
424.8320207115096,0.0,0.0,0.0,0.0
425.6589700960993,0.0,0.0,0.0,0.0
426.4859194806891,0.0,0.0,0.0,0.0
427.3128688652788,0.0,0.0,0.0,0.0
428.1398182498686,0.0,0.0,0.0,0.0
428.9667676344583,0.0,0.0,0.0,0.0
429.7937170190481,0.0,0.0,0.0,0.0
430.6206664036378,0.0,0.0,0.0,0.0
431.44761578822755,0.0,0.0,0.0,0.0
432.2745651728173,0.0,0.0,0.0,0.0
433.10151455740703,0.0,0.0,0.0,0.0
433.92846394199677,0.0,0.0,0.0,0.0
434.7554133265865,0.0,0.0,0.0,0.0
435.58236271117624,0.0,0.0,0.0,0.0
436.40931209576604,0.0,0.0,0.0,0.0
437.2362614803557,0.0,0.0,0.0,0.0
438.0632108649455,0.0,0.0,0.0,0.0
438.8901602495352,0.0,0.0,0.0,0.0
439.717109634125,0.0,0.0,0.0,0.0
440.54405901871473,0.0,0.0,0.0,0.0
441.3710084033045,0.0,0.0,0.0,0.0
442.1979577878942,0.0,0.0,0.0,0.0
443.02490717248395,0.0,0.0,0.0,0.0
443.8518565570737,0.0,0.0,0.0,0.0
444.6788059416634,0.0,0.0,0.0,0.0
445.50575532625317,0.0,0.0,0.0,0.0
446.3327047108429,0.0,0.0,0.0,0.0
447.15965409543264,0.0,0.0,0.0,0.0
447.9866034800224,0.0,0.0,0.0,0.0
448.8135528646121,0.0,0.0,0.0,0.0
449.64050224920186,0.0,0.0,0.0,0.0
450.46745163379165,0.0,0.0,0.0,0.0
451.29440101838134,0.0,0.0,0.0,0.0
452.12135040297113,0.0,0.0,0.0,0.0
452.9482997875608,0.0,0.0,0.0,0.0
453.7752491721506,0.0,0.0,0.0,0.0
454.60219855674035,0.0,0.0,0.0,0.0
455.4291479413301,0.0,0.0,0.0,0.0
456.2560973259198,0.0,0.0,0.0,0.0
457.08304671050956,0.0,0.0,0.0,0.0
457.9099960950993,0.0,0.0,0.0,0.0
458.73694547968904,0.0,0.0,0.0,0.0
459.5638948642788,0.0,0.0,0.0,0.0
460.3908442488686,0.0,0.0,0.0,0.0
461.21779363345826,0.0,0.0,0.0,0.0
462.04474301804805,0.0,0.0,0.0,0.0
462.87169240263773,0.0,0.0,0.0,0.0
463.69864178722753,0.0,0.0,0.0,0.0
464.52559117181727,0.0,0.0,0.0,0.0
465.352540556407,0.0,0.0,0.0,0.0
466.17948994099675,0.0,0.0,0.0,0.0
467.0064393255865,0.0,0.0,0.0,0.0
467.8333887101763,0.0,0.0,0.0,0.0
468.660338094766,0.0,0.0,0.0,0.0
469.4872874793557,0.0,0.0,0.0,0.0
470.3142368639455,0.0,0.0,0.0,0.0
471.1411862485351,0.0,0.0,0.0,0.0
471.9681356331249,0.0,0.0,0.0,0.0
472.79508501771465,0.0,0.0,0.0,0.0
473.62203440230445,0.0,0.0,0.0,0.0
474.4489837868942,0.0,0.0,0.0,0.0
475.27593317148387,0.0,0.0,0.0,0.0
476.10288255607367,0.0,0.0,0.0,0.0
476.9298319406633,0.0,0.0,0.0,0.0
477.7567813252531,0.0,0.0,0.0,0.0
478.5837307098429,0.0,0.0,0.0,0.0
479.4106800944326,0.0,0.0,0.0,0.0
480.2376294790224,0.0,0.0,0.0,0.0
481.06457886361216,0.0,0.0,0.0,0.0
481.89152824820184,0.0,0.0,0.0,0.0
482.7184776327916,0.0,0.0,0.0,0.0
483.54542701738126,0.0,0.0,0.0,0.0
484.37237640197105,0.0,0.0,0.0,0.0
485.1993257865608,0.0,0.0,0.0,0.0
486.0262751711506,0.0,0.0,0.0,0.0
486.8532245557403,0.0,0.0,0.0,0.0
487.6801739403301,0.0,0.0,0.0,0.0
488.5071233249198,0.0,0.0,0.0,0.0
489.33407270950954,0.0,0.0,0.0,0.0
490.1610220940992,0.0,0.0,0.0,0.0
490.98797147868896,0.0,0.0,0.0,0.0
491.81492086327876,0.0,0.0,0.0,0.0
492.6418702478685,0.0,0.0,0.0,0.0
493.4688196324583,0.0,0.0,0.0,0.0
494.29576901704803,0.0,0.0,0.0,0.0
495.1227184016377,0.0,0.0,0.0,0.0
495.9496677862275,0.0,0.0,0.0,0.0
496.77661717081713,0.0,0.0,0.0,0.0
497.6035665554069,0.0,0.0,0.0,0.0
498.4305159399967,0.0,0.0,0.0,0.0
499.25746532458646,0.0,0.0,0.0,0.0
500.08441470917626,0.0,0.0,0.0,0.0
500.911364093766,0.0,0.0,0.0,0.0
501.7383134783557,0.0,0.0,0.0,0.0
502.5652628629454,0.0,0.0,0.0,0.0
503.3922122475351,0.0,0.0,0.0,0.0
504.2191616321249,0.0,0.0,0.0,0.0
505.04611101671463,0.0,0.0,0.0,0.0
505.87306040130443,0.0,0.0,0.0,0.0
506.70000978589417,0.0,0.0,0.0,0.0
507.52695917048385,0.0,0.0,0.0,0.0
508.35390855507364,0.0,0.0,0.0,0.0
509.18085793966327,0.0,0.0,0.0,0.0
510.00780732425306,0.0,0.0,0.0,0.0
510.8347567088428,0.0,0.0,0.0,0.0
511.6617060934326,0.0,0.0,0.0,0.0
512.4886554780223,0.0,0.0,0.0,0.0
513.3156048626121,0.0,0.0,0.0,0.0
514.1425542472018,0.0,0.0,0.0,0.0
514.9695036317916,0.0,0.0,0.0,0.0
515.7964530163812,0.0,0.0,0.0,0.0
516.623402400971,0.0,0.0,0.0,0.0
517.4503517855608,0.0,0.0,0.0,0.0
518.2773011701505,0.0,0.0,0.0,0.0
519.1042505547404,0.0,0.0,0.0,0.0
519.9311999393301,0.0,0.0,0.0,0.0
520.7581493239197,0.0,0.0,0.0,0.0
521.5850987085095,0.0,0.0,0.0,0.0
522.4120480930992,0.0,0.0,0.0,0.0
523.2389974776889,0.0,0.0,0.0,0.0
524.0659468622787,0.0,0.0,0.0,0.0
524.8928962468685,0.0,0.0,0.0,0.0
525.7198456314583,0.0,0.0,0.0,0.0
526.546795016048,0.0,0.0,0.0,0.0
527.3737444006377,0.0,0.0,0.0,0.0
528.2006937852275,0.0,0.0,0.0,0.0
529.0276431698171,0.0,0.0,0.0,0.0
529.8545925544068,0.0,0.0,0.0,0.0
530.6815419389967,0.0,0.0,0.0,0.0
531.5084913235864,0.0,0.0,0.0,0.0
532.3354407081762,0.0,0.0,0.0,0.0
533.1623900927659,0.0,0.0,0.0,0.0
533.9893394773557,0.0,0.0,0.0,0.0
534.8162888619453,0.0,0.0,0.0,0.0
535.643238246535,0.0,0.0,0.0,0.0
536.4701876311249,0.0,0.0,0.0,0.0
537.2971370157146,0.0,0.0,0.0,0.0
538.1240864003043,0.0,0.0,0.0,0.0
538.9510357848942,0.0,0.0,0.0,0.0
539.7779851694838,0.0,0.0,0.0,0.0
540.6049345540736,0.0,0.0,0.0,0.0
541.4318839386633,0.0,0.0,0.0,0.0
542.258833323253,0.0,0.0,0.0,0.0
543.0857827078428,0.0,0.0,0.0,0.0
543.9127320924325,0.0,0.0,0.0,0.0
544.7396814770224,0.0,0.0,0.0,0.0
545.5666308616121,0.0,0.0,0.0,0.0
546.3935802462017,0.0,0.0,0.0,0.0
547.2205296307916,0.0,0.0,0.0,0.0
548.0474790153812,0.0,0.0,0.0,0.0
548.874428399971,0.0,0.0,0.0,0.0
549.7013777845607,0.0,0.0,0.0,0.0
550.5283271691505,0.0,0.0,0.0,0.0
551.3552765537403,0.0,0.0,0.0,0.0
552.18222593833,0.0,0.0,0.0,0.0
553.0091753229198,0.0,0.0,0.0,0.0
553.8361247075095,0.0,0.0,0.0,0.0
554.6630740920991,0.0,0.0,0.0,0.0
555.4900234766889,0.0,0.0,0.0,0.0
556.3169728612787,0.0,0.0,0.0,0.0
557.1439222458685,0.0,0.0,0.0,0.0
557.9708716304582,0.0,0.0,0.0,0.0
558.797821015048,0.0,0.0,0.0,0.0
559.6247703996377,0.0,0.0,0.0,0.0
560.4517197842274,0.0,0.0,0.0,0.0
561.2786691688171,0.0,0.0,0.0,0.0
562.1056185534069,0.0,0.0,0.0,0.0
562.9325679379966,0.0,0.0,0.0,0.0
563.7595173225864,0.0,0.0,0.0,0.0
564.5864667071762,0.0,0.0,0.0,0.0
565.4134160917658,0.0,0.0,0.0,0.0
566.2403654763556,0.0,0.0,0.0,0.0
567.0673148609453,0.0,0.0,0.0,0.0
567.894264245535,0.0,0.0,0.0,0.0
568.7212136301248,0.0,0.0,0.0,0.0
569.5481630147145,0.0,0.0,0.0,0.0
570.3751123993044,0.0,0.0,0.0,0.0
571.2020617838941,0.0,0.0,0.0,0.0
572.0290111684837,0.0,0.0,0.0,0.0
572.8559605530736,0.0,0.0,0.0,0.0
573.6829099376632,0.0,0.0,0.0,0.0
574.509859322253,0.0,0.0,0.0,0.0
575.3368087068427,0.0,0.0,0.0,0.0
576.1637580914326,0.0,0.0,0.0,0.0
576.9907074760223,0.0,0.0,0.0,0.0
577.817656860612,0.0,0.0,0.0,0.0
578.6446062452018,0.0,0.0,0.0,0.0
579.4715556297915,0.0,0.0,0.0,0.0
580.2985050143811,0.0,0.0,0.0,0.0
581.125454398971,0.0,0.0,0.0,0.0
581.9524037835607,0.0,0.0,0.0,0.0
582.7793531681505,0.0,0.0,0.0,0.0
583.6063025527402,0.0,0.0,0.0,0.0
584.43325193733,0.0,0.0,0.0,0.0
585.2602013219197,0.0,0.0,0.0,0.0
586.0871507065094,0.0,0.0,0.0,0.0
586.9141000910992,0.0,0.0,0.0,0.0
587.7410494756889,0.0,0.0,0.0,0.0
588.5679988602786,0.0,0.0,0.0,0.0
589.3949482448684,0.0,0.0,0.0,0.0
590.2218976294582,0.0,0.0,0.0,0.0
591.048847014048,0.0,0.0,0.0,0.0
591.8757963986376,0.0,0.0,0.0,0.0
592.7027457832274,0.0,0.0,0.0,0.0
593.5296951678171,0.0,0.0,0.0,0.0
594.3566445524068,0.0,0.0,0.0,0.0
595.1835939369965,0.0,0.0,0.0,0.0
596.0105433215864,0.0,0.0,0.0,0.0
596.8374927061761,0.0,0.0,0.0,0.0
597.6644420907658,0.0,0.0,0.0,0.0
598.4913914753556,0.0,0.0,0.0,0.0
599.3183408599452,0.0,0.0,0.0,0.0
600.145290244535,0.0,0.0,0.0,0.0
600.9722396291248,0.0,0.0,0.0,0.0
601.7991890137146,0.0,0.0,0.0,0.0
602.6261383983043,0.0,0.0,0.0,0.0
603.453087782894,0.0,0.0,0.0,0.0
604.2800371674838,0.0,0.0,0.0,0.0
605.1069865520735,0.0,0.0,0.0,0.0
605.9339359366631,0.0,0.0,0.0,0.0
606.760885321253,0.0,0.0,0.0,0.0
607.5878347058427,0.0,0.0,0.0,0.0
608.4147840904325,0.0,0.0,0.0,0.0
609.2417334750222,0.0,0.0,0.0,0.0
610.0686828596121,0.0,0.0,0.0,0.0
610.8956322442017,0.0,0.0,0.0,0.0
611.7225816287914,0.0,0.0,0.0,0.0
612.5495310133812,0.0,0.0,0.0,0.0
613.3764803979709,0.0,0.0,0.0,0.0
614.2034297825606,0.0,0.0,0.0,0.0
615.0303791671504,0.0,0.0,0.0,0.0
615.8573285517402,0.0,0.0,0.0,0.0
616.68427793633,0.0,0.0,0.0,0.0
617.5112273209196,0.0,0.0,0.0,0.0
618.3381767055095,0.0,0.0,0.0,0.0
619.1651260900991,0.0,0.0,0.0,0.0
619.9920754746888,0.0,0.0,0.0,0.0
620.8190248592787,0.0,0.0,0.0,0.0
621.6459742438684,0.0,0.0,0.0,0.0
622.4729236284581,0.0,0.0,0.0,0.0
623.2998730130479,0.0,0.0,0.0,0.0
624.1268223976376,0.0,0.0,0.0,0.0
624.9537717822274,0.0,0.0,0.0,0.0
625.780721166817,0.0,0.0,0.0,0.0
626.6076705514068,0.0,0.0,0.0,0.0
627.4346199359966,0.0,0.0,0.0,0.0
628.2615693205863,0.0,0.0,0.0,0.0
629.088518705176,0.0,0.0,0.0,0.0
629.9154680897658,0.0,0.0,0.0,0.0
630.7424174743555,0.0,0.0,0.0,0.0
631.5693668589452,0.0,0.0,0.0,0.0
632.396316243535,0.0,0.0,0.0,0.0
633.2232656281248,0.0,0.0,0.0,0.0
634.0502150127145,0.0,0.0,0.0,0.0
634.8771643973042,0.0,0.0,0.0,0.0
635.7041137818941,0.0,0.0,0.0,0.0
636.5310631664837,0.0,0.0,0.0,0.0
637.3580125510734,0.0,0.0,0.0,0.0
638.1849619356632,0.0,0.0,0.0,0.0
639.0119113202529,0.0,0.0,0.0,0.0
639.8388607048427,0.0,0.0,0.0,0.0
640.6658100894325,0.0,0.0,0.0,0.0
641.4927594740223,0.0,0.0,0.0,0.0
642.319708858612,0.0,0.0,0.0,0.0
